a (letter)	/ˈeɪ/
shipment	/ˈʃɪpmənt/
shipping	/ˈʃɪpɪŋ/
shipshape	/ˈʃɪpˈʃeɪp/
shipwreck	/ˈʃɪpˌrεk/
shipyard	/ˈʃɪpˌjɑrd/
shirk	/ˈʃɚk/
shirt	/ˈʃɚt/
shiver	/ˈʃɪvɚ/
shoal	/ˈʃoːl/
shock	/ˈʃɑk/
shocking	/ˈʃɑkɪŋ/
shoddy	/ˈʃɑdi/
shoe	/ˈʃuː/
shod	/ˈʃɑd/
shoelace	/ˈʃuːˌleɪs/
shoemaker	/ˈʃuːˌmeɪkɚ/
shoot	/ˈʃuːt/
shot	/ˈʃɑt/
shop	/ˈʃɑp/
shopkeeper	/ˈʃɑpˌkiːpɚ/
shoplift	/ˈʃɑpˌlɪft/
shoplifter	/ˈʃɑpˌlɪftɚ/
shopper	/ˈʃɑpɚ/
shore	/ˈʃor/
short	/ˈʃɔrt/
shortage	/ˈʃɔrtɪdƷ/
shortcake	/ˈʃɔrtˌkeɪk/
shortcoming	/ˈʃɔrtˌkʌmɪŋ/
shortcut	/ˈʃɔrtˌkʌt/
shorten	/ˈʃɔrtən/
shorthand	/ˈʃɔrtˌhænd/
short–lived	/ˈʃɔrtˈlɪvd, -ˈlaɪvd/
shortly	/ˈʃɔrtli/
shortness	/ˈʃɔrtnəs/
shortsighted	/ˈʃɔrtˌsaɪ-t̬əd/
shot	/ˈʃɑt/
shotgun	/ˈʃɑtˌgʌn/
should	/ˈʃʊd/
shoulder	/ˈʃoːldɚ/
shouldn't	/ˈʃʊdənt/
shout	/ˈʃaʊt/
shove	/ˈʃʌv/
shovel	/ˈʃʌvəl/
show	/ˈʃoː/
showed; shown	/ˈʃoːn/
showdown	/ˈʃoːˌdaʊn/
shower	/ˈʃaʊɚ/
showy	/ˈʃoːi/
shrapnel	/ˈʃræpnəl/
shred	/ˈʃrεd/
shrewd	/ˈʃruːd/
shriek	/ˈʃriːk/
shrill	/ˈʃrɪl/
shrimp	/ˈʃrɪmp/
shrine	/ˈʃraɪn/
shrink	/ˈʃrɪŋk/
shrank	/ˈʃræŋk/
shrunk	/ˈʃrʌŋk/
shrunken	/ˈʃrʌŋkən/
shrivel	/ˈʃrɪvəl/
shroud	/ˈʃraʊd/
shrub	/ˈʃrʌb/
shrug	/ˈʃrʌg/
shudder	/ˈʃʌdɚ/
shuffle	/ˈʃʌfəl/
shun	/ˈʃʌn/
shut	/ˈʃʌt/
shutter	/ˈʃʌt̬ɚ/
shuttle	/ˈʃʌt̬əl/
shy	/ˈʃaɪ/
shyer	/ˈʃaɪɚ/
shyest	/ˈʃaɪəst/
shyness	/ˈʃaɪnəs/
sibling	/ˈsɪblɪŋ/
sick	/ˈsɪk/
sicken	/ˈsɪkən/
sickening	/ˈsɪkənɪŋ/
sickle	/ˈsɪkəl/
sickly	/ˈsɪkli/
sickness	/ˈsɪknəs/
side	/ˈsaɪd/
sideboard	/ˈsaɪdˌbord/
sideburns	/ˈsaɪdˌbɚnz/
sideline	/ˈsaɪdˌlaɪn/
sidestep	/ˈsaɪdˌstεp/
sidetrack	/ˈsaɪdˌtræk/
sidewalk	/ˈsaɪdˌwɔk/
sideways	/ˈsaɪdˌweɪz/
siding	/ˈsaɪdɪŋ/
siege	/ˈsiːdƷ, ˈsiːƷ/
sieve	/ˈsɪv/
sift	/ˈsɪft/
sigh	/ˈsaɪ/
sight	/ˈsaɪt/
sightseer	/ˈsaɪtˌsiːɚ/
sign	/ˈsaɪn/
signpost	/ˈsaɪnˌpoːst/
signal	/ˈsɪgnəl/
signature	/ˈsɪgnəˌtʃʊr/
significance	/sɪgˈnɪfɪkəns/
significant	/sɪgˈnɪfɪkənt/
signify	/ˈsɪgnəˌfaɪ/
silence	/ˈsaɪləns/
silent	/ˈsaɪlənt/
silhouette	/ˌsɪləˈwεt/
silicon	/ˈsɪlɪkən, -ˌkɑn/
silk	/ˈsɪlk/
silky	/ˈsɪlki/
sill	/ˈsɪl/
silly	/ˈsɪli/
silt	/ˈsɪlt/
silver	/ˈsɪlvɚ/
silverware	/ˈsɪlvɚˌwεər/
silvery	/ˈsɪlvɚi/
similar	/ˈsɪməlɚ/
similarity	/ˌsɪməˈlærət̬i/
simmer	/ˈsɪmɚ/
simple	/ˈsɪmpəl/
simplicity	/sɪmˈplɪsət̬i/
simplify	/ˈsɪmpləˌfaɪ/
simply	/ˈsɪmpli/
simulate	/ˈsɪmjəˌleɪt/
simultaneous	/ˌsaɪməlˈteɪniəs/
sin	/ˈsɪn/
since	/ˈsɪns/
sincere	/sɪnˈsɪr/
sincerity	/sɪnˈsεrət̬i/
sinful	/ˈsɪnfəl/
sing	/ˈsɪŋ/
sang	/ˈsæŋ/
sung	/ˈsʌŋ/
singe	/ˈsɪndƷ/
singer	/ˈsɪŋɚ/
single	/ˈsɪŋgəl/
single–handed	/ˈsɪŋgəlˈhændəd/
singular	/ˈsɪŋgjəlɚ/
sinister	/ˈsɪnəstɚ/
sink	/ˈsɪŋk/
sank	/ˈsæŋk/
sunk	/ˈsʌŋk/
sinner	/ˈsɪnɚ/
sip	/ˈsɪp/
siphon	/ˈsaɪfən/
sir	/ˈsɚ/
siren	/ˈsaɪrən/
sirloin	/ˈsɚˌlɔɪn/
sissy	/ˈsɪsi/
sister	/ˈsɪstɚ/
sister–in–law	/ˈsɪstɚɪnˌlɔ/
sit	/ˈsɪt/
sat	/ˈsæt/
site	/ˈsaɪt/
sitter	/ˈsɪt̬ɚ/
situated	/ˈsɪtʃʊˌeɪt̬əd/
situation	/ˌsɪtʃʊˈeɪʃən/
six	/ˈsɪks/
sixteen	/sɪksˈtiːn/
sixteenth	/sɪksˈtiːnθ/
sixth	/ˈsɪksθ, ˈsɪkst/
sixtieth	/ˈsɪkst̬iəθ/
sixty	/ˈsɪkst̬i/
size	/ˈsaɪz/
sizeable	/ˈsaɪzəbəl/
sizzle	/ˈsɪzəl/
skate 1	/ˈskeɪt/
skateboard	/ˈskeɪtˌbord/
skater	/ˈskeɪt̬ɚ/
skeleton	/ˈskεlətən/
skeptic	/ˈskεptɪk/
skeptical	/ˈskεptɪkəl/
skepticism	/ˈskεptəˌsɪzəm/
sketch	/ˈskεtʃ/
sketchy	/ˈskεtʃi/
skewer	/ˈskjuːɚ/
ski	/ˈskiː/
skid	/ˈskɪd/
skier	/ˈskiːɚ/
skill	/ˈskɪl/
skilled	/ˈskɪld/
skillet	/ˈskɪlət/
skillful	/ˈskɪlfəl/
skim	/ˈskɪm/
skimp	/ˈskɪmp/
skimpy	/ˈskɪmpi/
skin	/ˈskɪn/
skinny	/ˈskɪni/
skip	/ˈskɪp/
skipper	/ˈskɪpɚ/
skirmish	/ˈskɚmɪʃ/
skirt	/ˈskɚt/
skull	/ˈskʌl/
skunk	/ˈskʌŋk/
sky	/ˈskaɪ/
skylight	/ˈskaɪˌlaɪt/
skyline	/ˈskaɪˌlaɪn/
skyscraper	/ˈskaɪˌskreɪpɚ/
slab	/ˈslæb/
slack	/ˈslæk/
slacken	/ˈslækən/
slam	/ˈslæm/
slander	/ˈslændɚ/
slang	/ˈslæŋ/
slant	/ˈslænt/
slap	/ˈslæp/
slash	/ˈslæʃ/
slat	/ˈslæt/
slate	/ˈsleɪt/
slaughter	/ˈslɔt̬ɚ/
slaughterhouse	/ˈslɔ-t̬ɚˌhaʊs/
slave	/ˈsleɪv/
slavery	/ˈsleɪvɚi/
Slavic	/ˈslɑvɪk, ˈslæ-/
slay	/ˈsleɪ/
slew	/ˈsluː/
slain	/ˈsleɪn/
sleazy	/ˈsliːzi/
sled	/ˈslεd/
sledgehammer	/ˈslεdƷˌhæmɚ/
sleek	/ˈsliːk/
sleep	/ˈsliːp/
slept	/ˈslεpt/
sleeper	/ˈsliːpɚ/
sleepless	/ˈsliːpləs/
sleepwalker	/ˈsliːpˌwɔkɚ/
sleepy	/ˈsliːpi/
sleet	/ˈsliːt/
sleeve	/ˈsliːv/
sleeveless	/ˈsliːvləs/
sleigh	/ˈsleɪ/
slender	/ˈslεndɚ/
slew	/ˈsluː/
slice	/ˈslaɪs/
slick	/ˈslɪk/
slide	/ˈslaɪd/
slid	/ˈslɪd/
sliding	/ˈslaɪdɪŋ/
slight	/ˈslaɪt/
slightly	/ˈslaɪtli/
slim	/ˈslɪm/
slime	/ˈslaɪm/
slimy	/ˈslaɪmi/
sling	/ˈslɪŋ/
slung	/ˈslʌŋ/
slingshot	/ˈslɪŋˌʃɑt/
slink	/ˈslɪŋk/
slunk	/ˈslʌŋk/
slip 1	/ˈslɪp/
slipper	/ˈslɪpɚ/
slippery	/ˈslɪpɚi/
slit	/ˈslɪt/
slither	/ˈslɪðɚ/
sliver	/ˈslɪvɚ/
slogan	/ˈsloːgən/
slop	/ˈslɑp/
slope	/ˈsloːp/
sloppy	/ˈslɑpi/
slot	/ˈslɑt/
sloth	/ˈslɔθ, ˈsloːθ/
slouch	/ˈslaʊtʃ/
slovenly	/ˈslɑvənli, ˈslʌv-/
slow	/ˈsloː/
slowly	/ˈsloːli/
slowness	/ˈsloːnəs/
sludge	/ˈslʌdƷ/
slug 1	/ˈslʌg/
sluggish	/ˈslʌgɪʃ/
slum	/ˈslʌm/
slumber	/ˈslʌmbɚ/
slump	/ˈslʌmp/
slur 1	/ˈslɚ/
slurp	/ˈslɚp/
slush	/ˈslʌʃ/
sly	/ˈslaɪ/
slier	/ˈslaɪɚ/
sliest	/ˈslaɪəst/
smack 1	/ˈsmæk/
small	/ˈsmɔl/
smallpox	/ˈsmɔlˌpɑks/
smart	/ˈsmɑrt/
smartly	/ˈsmɑrtli/
smash	/ˈsmæʃ/
smattering	/ˈsmæt̬ɚɪŋ/
smear	/ˈsmɪr/
smell	/ˈsmεl/
smelt	/ˈsmεlt/
smelly	/ˈsmεli/
smelt	/ˈsmεlt/
smile	/ˈsmaɪl/
smirk	/ˈsmɚk/
smith	/ˈsmɪθ/
smitten	/ˈsmɪtən/
smock	/ˈsmɑk/
smog	/ˈsmɑg, ˈsmɔg/
smoke	/ˈsmoːk/
smoker	/ˈsmoːkɚ/
smokestack	/ˈsmoːkˌstæk/
smoky	/ˈsmoːki/
smolder	/ˈsmoːldɚ/
smooth	/ˈsmuːð/
smoothly	/ˈsmuːðli/
smoothness	/ˈsmuːðnəs/
smother	/ˈsmʌðɚ/
smudge	/ˈsmʌdƷ/
smug	/ˈsmʌg/
smuggle	/ˈsmʌgəl/
smuggler	/ˈsmʌgəlɚ/
snack	/ˈsnæk/
snag	/ˈsnæg/
snail	/ˈsneɪl/
snake	/ˈsneɪk/
snap	/ˈsnæp/
snappy	/ˈsnæpi/
snapshot	/ˈsnæpˌʃɑt/
snare	/ˈsnεər/
snarl 1	/ˈsnɑrl/
snatch	/ˈsnætʃ/
sneak	/ˈsniːk/
sneakers	/ˈsniːkɚz/
sneaky	/ˈsniːki/
sneer	/ˈsnɪr/
sneeze	/ˈsniːz/
snide	/ˈsnaɪd/
sniff	/ˈsnɪf/
sniffle	/ˈsnɪfəl/
sniffles	/ˈsnɪfəlz/
snip	/ˈsnɪp/
snivel	/ˈsnɪvəl/
snob	/ˈsnɑb/
snobbish	/ˈsnɑbɪʃ/
snoop	/ˈsnuːp/
snooze	/ˈsnuːz/
snore	/ˈsnor/
snort	/ˈsnɔrt/
snout	/ˈsnaʊt/
snow	/ˈsnoː/
snowfall	/ˈsnoːˌfɔl/
snowflake	/ˈsnoːˌfleɪk/
snowman	/ˈsnoːˌmæn/
snowplow	/ˈsnoːˌplaʊ/
snowshoe	/ˈsnoːˌʃuː/
snowstorm	/ˈsnoːˌstɔrm/
snowy	/ˈsnoːi/
snub	/ˈsnʌb/
snuff	/ˈsnʌf/
snug	/ˈsnʌg/
snuggle	/ˈsnʌgəl/
so	/ˈsoː/
soak	/ˈsoːk/
soap	/ˈsoːp/
soapy	/ˈsoːpi/
soar	/ˈsor/
sob	/ˈsɑb/
sober	/ˈsoːbɚ/
sobriety	/səˈbraɪət̬i, so-/
soccer	/ˈsɑkɚ/
social	/ˈsoːʃəl/
sociable	/ˈsoːʃəbəl/
socialism	/ˈsoːʃəˌlɪzəm/
socialist	/ˈsoːʃəlɪst/
socialize	/ˈsoːʃəˌlaɪz/
society	/sə-ˈsaɪət̬i/
sociology	/ˌsoːsiˈɑlədƷi/
sock 1	/ˈsɑk/
sox	/ˈsɑks/
socket	/ˈsɑkət/
soda	/ˈsoːdə/
sodium	/ˈsoːdiəm/
sofa	/ˈsoːfə/
soft	/ˈsɔft/
softball	/ˈsɔftˌbɔl/
soften	/ˈsɔfən/
softly	/ˈsɔftli/
software	/ˈsɔftˌwεər/
soggy	/ˈsɑgi/
soil	/ˈsɔɪl/
solace	/ˈsɑləs/
solar	/ˈsoːlɚ/
solder	/ˈsɑdɚ, ˈsɔ-/
soldier	/ˈsoːldƷɚ/
sole 1	/ˈsoːl/
solely	/ˈsoːli/
solemn	/ˈsɑləm/
solemnity	/səˈlεmnət̬i/
solicit	/səˈlɪsət/
solid	/ˈsɑləd/
solidarity	/ˌsɑləˈdærət̬i/
solidify	/səˈlɪdəˌfaɪ/
solidity	/səˈlɪdət̬i/
solitary	/ˈsɑləˌtεri/
solitude	/ˈsɑləˌtuːd, -ˌtjuːd/
solo	/ˈsoːˌloː/
soloist	/ˈsoːloɪst/
solution	/səˈluːʃən/
soluble	/ˈsɑljəbəl/
solve	/ˈsɑlv/
solvent	/ˈsɑlvənt/
somber	/ˈsɑmbɚ/
some	/ˈsʌm/
somebody	/ˈsʌmbədi, -ˌbɑdi/
someday	/ˈsʌmˌdeɪ/
somehow	/ˈsʌmˌhaʊ/
someone	/ˈsʌmˌwʌn/
somersault	/ˈsʌmɚˌsɔlt/
something	/ˈsʌmθɪŋ/
sometime	/ˈsʌmˌtaɪm/
sometimes	/ˈsʌmˌtaɪmz/
somewhat	/ˈsʌmˌhwʌt, -ˌhwɑt/
somewhere	/ˈsʌmˌhwεər/
son	/ˈsʌn/
song	/ˈsɔŋ/
sonnet	/ˈsɑnət/
son–in–law	/ˈsʌnɪnˌlɔ/
soon	/ˈsuːn/
soot	/ˈsʊt, ˈsuːt, ˈsʌt/
soothe	/ˈsuːð/
sop	/ˈsɑp/
sophistication	/səˌfɪstəˈkeɪʃən/
sophisticated	/səˈfɪstəˌkeɪt̬əd/
sophomore	/ˈsɑfˌmor, ˈsɑfəˌmor/
soprano	/səˈpræˌnoː/
sorcerer	/ˈsɔrsɚɚ/
sorcery	/ˈsɔrsɚi/
sordid	/ˈsɔrdɪd/
sore	/ˈsor/
sorely	/ˈsorli/
soreness	/ˈsornəs/
sorrow	/ˈsɑrˌoː/
sorry	/ˈsɑri/
sort	/ˈsɔrt/
SOS	/ˌεsˌoːˈεs/
soufflé	/suːˈfleɪ/
soul	/ˈsoːl/
sound 1	/ˈsaʊnd/
soundly	/ˈsaʊndli/
soundproof	/ˈsaʊndˌpruːf/
soup	/ˈsuːp/
sour	/ˈsaʊɚ/
source	/ˈsors/
south	/ˈsaʊθ/
southeast	/saʊˈθiːst/
southeastern	/saʊˈθiːstɚn/
southerly	/ˈsʌðɚli/
southern	/ˈsʌðɚn/
southwest	/saʊθˈwεst/
southwestern	/saʊθˈwεstɚn/
souvenir	/ˌsuːvəˈnɪr, ˈsuːvəˌ-/
sovereign	/ˈsɑvɚən/
sovereignty	/ˈsɑvɚənti/
Soviet	/ˈsoːviˌεt, ˈsɑ-, -viət/
sow 1	/ˈsaʊ/
sow 2	/ˈsoː/
sown	/ˈsoːn/
soybean	/ˈsɔɪˌbiːn/
so–called	/ˈsoːˈkɔld/
so–so	/ˈsoːˈsoː/
spa	/ˈspɑ/
space	/ˈspeɪs/
spaceship	/ˈspeɪsˌʃɪp/
spacious	/ˈspeɪʃəs/
spade  /ˈspeɪd/
spaghetti	/spəˈgεt̬i/
span	/ˈspæn/
Spaniard	/ˈspænjɚd/
spaniel	/ˈspænjəl/
Spanish	/ˈspænɪʃ/
spank	/ˈspæŋk/
spar	/ˈspɑr/
spare	/ˈspεər/
sparing	/ˈspεərɪŋ/
spark	/ˈspɑrk/
sparkle	/ˈspɑrkəl/
sparrow	/ˈspæroː/
sparse	/ˈspɑrs/
spasm	/ˈspæzəm/
spatter	/ˈspæt̬ɚ/
spawn	/ˈspɔn/
speak	/ˈspiːk/
spoke	/ˈspoːk/
spoken	/ˈspoːkən/
speaker	/ˈspiːkɚ/
spear	/ˈspɪr/
spearhead	/ˈspɪrˌhεd/
spearmint	/ˈspɪrmɪnt/
special	/ˈspεʃəl/
specialist	/ˈspεʃəlɪst/
specialization	/ˌspεʃələˈzeɪʃən/
specialize	/ˈspεʃəˌlaɪz/
specialty	/ˈspεʃəlt̬i/
species	/ˈspiːˌʃiːz, -ˌsiːz/
specify	/ˈspεsəˌfaɪ/
specific	/spɪˈsɪfɪk/
specifically	/spɪˈsɪfɪkli/
specification	/ˌspεsəfəˈkeɪʃən/
specimen	/ˈspεsəmən/
speck	/ˈspεk/
speckled	/ˈspεkəld/
spectacle	/ˈspεktɪkəl/
spectacular	/spεkˈtækjəlɚ/
spectator	/ˈspεkˌteɪt̬ɚ/
spectre	/ˈspεktɚ/
spectrum	/ˈspεktrəm/
tra	/-trə/
speculation	/ˌspεkjəˈleɪʃən/
speech	/ˈspiːtʃ/
speechless	/ˈspiːtʃləs/
speed	/ˈspiːd/
sped	/ˈspεd/
speedometer	/spɪˈdɑmət̬ɚ/
speedy	/ˈspiːdi/
spell 1	/ˈspεl/
spellbound	/ˈspεlˌbaʊnd/
spelling	/ˈspεlɪŋ/
spend	/ˈspεnd/
spent	/ˈspεnt/
sperm	/ˈspɚm/
spew	/ˈspjuː/
sphere	/ˈsfɪr/
spherical	/ˈsfɪrɪkəl, ˈsfεr-/
spice	/ˈspaɪs/
spicy	/ˈspaɪsi/
spider	/ˈspaɪdɚ/
spigot	/ˈspɪgət, -kət/
spike	/ˈspaɪk/
spiky	/ˈspaɪki/
spill	/ˈspɪl/
spin	/ˈspɪn/
spun	/ˈspʌn/
spinach	/ˈspɪnɪtʃ/
spinal cord	/ˈspaɪnəl/
spindle	/ˈspɪndəl/
spindly	/ˈspɪndli/
spine	/ˈspaɪn/
spinster	/ˈspɪnstɚ/
spiral	/ˈspaɪrəl/
spire	/ˈspaɪr/
spirit	/ˈspɪrət/
spirited	/ˈspɪrət̬əd/
spiritual	/ˈspɪrɪtʃʊəl, -tʃəl/
spirituality	/ˌspɪrɪtʃʊˈælət̬i/
spit 1	/ˈspɪt/
spat	/ˈspæt/
spite	/ˈspaɪt/
spiteful	/ˈspaɪtfəl/
spittle	/ˈspɪt̬əl/
splash	/ˈsplæʃ/
splatter	/ˈsplæt̬ɚ/
spleen	/ˈspliːn/
splendor	/ˈsplεndɚ/
splendid	/ˈsplεndəd/
splint	/ˈsplɪnt/
splinter	/ˈsplɪntɚ/
split	/ˈsplɪt/
splurge	/ˈsplɚdƷ/
spoil	/ˈspɔɪl/
spoilt	/ˈspɔɪlt/
spoke 1	/ˈspoːk/
spokesman	/ˈspoːksmən/
spokesmen	/-mən, -ˌmεn/
spokeswoman	/ˈspoːksˌwʊmən/
spokeswomen	/-ˌwɪmən/
sponge	/ˈspʌndƷ/
spongy	/ˈspʌndƷi/
sponsor	/ˈspɑnsɚ/
sponsorship	/ˈspɑnsɚˌʃɪp/
spontaneity	/ˌspɑntəˈniːət̬i, -ˈneɪ-/
spontaneous	/spɑnˈteɪniəs/
spooky	/ˈspuːki/
spool	/ˈspuːl/
spoon	/ˈspuːn/
spoonful	/ˈspuːnˌfʊl/
sporadic	/spəˈrædɪk/
spore	/ˈspor/
sport	/ˈsport/
sportsman	/ˈsportsmən/
sportsmen	/-mən, -ˌmεn/
sportswoman	/ˈsportsˌwʊmən/
sportswomen	/-ˌwɪmən/
sporty	/ˈsport̬i/
spot	/ˈspɑt/
spotless	/ˈspɑtləs/
spotlight	/ˈspɑtˌlaɪt/
spotty	/ˈspɑt̬i/
spouse	/ˈspaʊs/
spout	/ˈspaʊt/
sprain	/ˈspreɪn/
sprawl	/ˈsprɔl/
spray 1	/ˈspreɪ/
spread	/ˈsprεd/
spreadsheet	/ˈsprεdˌʃiːt/
spree	/ˈspri/
sprig	/ˈsprɪg/
sprightly	/ˈspraɪtli/
spring	/ˈsprɪŋ/
sprang	/ˈspræŋ/
sprung	/ˈsprʌŋ/
springboard	/ˈsprɪŋˌbord/
springtime	/ˈsprɪŋˌtaɪm/
springy	/ˈsprɪŋi/
sprinkle	/ˈsprɪŋkəl/
sprinkler	/ˈsprɪŋkəlɚ/
sprint	/ˈsprɪnt/
sprout	/ˈspraʊt/
spruce 1	/ˈspruːs/
spry	/ˈspraɪ/
spryer	/ˈspraɪɚ/
spryest	/ˈspraɪəst/
spur	/ˈspɚ/
spurn	/ˈspɚn/
spurt 1	/ˈspɚt/
spy	/ˈspaɪ/
squabble	/ˈskwɑbəl/
squad	/ˈskwɑd/
squadron	/ˈskwɑdrən/
squalid	/ˈskwɑlɪd/
squall	/ˈskwɔl/
squalor	/ˈskwɑlɚ/
squander	/ˈskwɑndɚ/
square	/ˈskwεər/
squash/ˈskwɑʃ, ˈskwɔʃ/
squat	/ˈskwɑt/
squawk	/ˈskwɔk/
squeak	/ˈskwiːk/
squeaky	/ˈskwiːki/
squeal	/ˈskwiːl/
squeamish	/ˈskwiːmɪʃ/
squeeze	/ˈskwiːz/
squid	/ˈskwɪd/
squint	/ˈskwɪnt/
squirm	/ˈskwɚm/
squirrel	/ˈskwɚəl/
squirt	/ˈskwɚt/
stab	/ˈstæb/
stable	/ˈsteɪbəl/
stability	/stəˈbɪlət̬i/
stabilize	/ˈsteɪbəˌlaɪz/
stack	/ˈstæk/
stadium	/ˈsteɪdiəm/
staff	/ˈstæfs, stævz/
staves	/ˈstævz, ˈsteɪvz/
stag	/ˈstæg/
stage	/ˈsteɪdƷ/
stagecoach	/ˈsteɪdƷˌkoːtʃ/
stagger	/ˈstægɚ/
staggering	/ˈstægɚɪŋ/
stagnant	/ˈstægnənt/
stagnate	/ˈstægˌneɪt/
stain	/ˈsteɪn/
stainless steel	/ˈsteɪnləs-/
stair	/ˈstεər/
staircase	/ˈstεərˌkeɪs/
stairway	/ˈstεərˌweɪ/
stake	/ˈsteɪk/
stale	/ˈsteɪl/
stalk	/ˈstɔk/
stall	/ˈstɔl/
stallion	/ˈstæljən/
stalwart	/ˈstɔlwɚt/
stamina	/ˈstæmənə/
stammer	/ˈstæmɚ/
stamp	/ˈstæmp/
stampede	/stæmˈpiːd/
stance	/ˈstæns/
stand	/ˈstænd/
stood	/ˈstʊd/
standard	/ˈstændɚd/
standardize	/ˈstændɚˌdaɪz/
standing	/ˈstændɪŋ/
standpoint	/ˈstændˌpɔint/
standstill	/ˈstændˌstɪl/
stanza	/ˈstænzə/
staple 1	/ˈsteɪpəl/
stapler	/ˈsteɪplɚ/
star	/ˈstɑr/
starboard	/ˈstɑrbɚd/
starch	/ˈstɑrtʃ/
stardom	/ˈstɑrdəm/
stare	/ˈstεər/
starfish	/ˈstɑrˌfɪʃ/
stark	/ˈstɑrk/
starlight	/ˈstɑrˌlaɪt/
starling	/ˈstɑrlɪŋ/
starry	/ˈstɑri/
start	/ˈstɑrt/
starter	/ˈstɑrt̬ɚ/
startle	/ˈstɑrt̬əl/
starve	/ˈstɑrv/
starvation	/stɑrˈveɪʃən/
stash	/ˈstæʃ/
state	/ˈsteɪt/
stately	/ˈsteɪtli/
statement	/ˈsteɪtmənt/
statesman	/ˈsteɪtsmən/
statesmen	/-mən, -ˌmεn/
static	/ˈstæt̬ɪk/
station	/ˈsteɪʃən/
stationary	/ˈsteɪʃəˌnεri/
stationery	/ˈsteɪʃəˌnεri/
statistic	/stəˈtɪstɪk/
statistical	/stəˈtɪstɪkəl/
statue	/ˈstæˌtʃuː/
stature	/ˈstætʃɚ/
status	/ˈsteɪt̬əs, ˈstæ-/
statute	/ˈstæˌtʃuːt/
staunch	/ˈstɔntʃ/
stave	/ˈsteɪv/
stove	/ˈstoːv/
stay 1	/ˈsteɪ/
stead	/ˈstεd/
steadfast	/ˈstεdˌfæst/
steadily	/ˈstεdəli/
steady	/ˈstεdi/
steak	/ˈsteɪk/
steal	/ˈstiːl/
stole	/ˈstoːl/
stolen	/ˈstoːlən/
stealth	/ˈstεlθ/
stealthy	/ˈstεlθi/
steam	/ˈstiːm/
steamship	/ˈstiːmˌʃɪp/
steamy	/ˈstiːmi/
steel	/ˈstiːl/
steep 1	/ˈstiːp/
steeple	/ˈstiːpəl/
steer 1	/ˈstɪr/
stem 1	/ˈstεm/
stench	/ˈstεntʃ/
stencil	/ˈstεnsəl/
step	/ˈstεp/
stepbrother	/ˈstεpˌbrʌðɚ/
stepdaughter	/ˈstεpˌdɔt̬ɚ/
stepfather	/ˈstεpˌfɑðɚ, -ˌfa-/
stepladder	/ˈstεpˌlædɚ/
stepmother	/ˈstεpˌmʌðɚ/
stepsister	/ˈstεpˌsɪstɚ/
stepson	/ˈstεpˌsʌn/
stereo	/ˈstεriˌoː, ˈstɪr-/
stereotype	/ˈstεrioˌtaɪp, ˈstɪr-/
sterile	/ˈstεrəl/
sterility	/stəˈrɪlət̬i/
sterilization	/ˌstεrələˈzeɪʃən/
sterilize	/ˈstεrəˌlaɪz/
sterling	/ˈstɚlɪŋ/
stern 1	/ˈstɚn/
stethoscope	/ˈstεθəˌskoːp/
stew	/ˈstuː, ˈstjuː/
steward	/ˈstuːɚd, ˈstjuː-/
stewardess	/ˈstuːɚdəs, ˈstjuː-/
stick 1	/ˈstɪk/
stuck	/ˈstʌk/
sticker	/ˈstɪkɚ/
stickler	/ˈstɪklɚ/
sticky	/ˈstɪki/
stiff	/ˈstɪf/
stiffen	/ˈstɪfən/
stiffness	/ˈstɪfnəs/
stifle	/ˈstaɪfəl/
stigmatize	/ˈstɪgməˌtaɪz/
still	/ˈstɪl/
stillborn	/ˈstɪlˌbɔrn/
stillness	/ˈstɪlnəs/
stilt	/ˈstɪlt/
stilted	/ˈstɪltəd/
stimulate	/ˈstɪmjəˌleɪt/
stimulant	/ˈstɪmjələnt/
stimulation	/ˌstɪmjəˈleɪʃən/
stimulus	/ˈstɪmjələs/
stimuli	/-ˌlaɪ/
sting	/ˈstɪŋ/
stung	/ˈstʌŋ/
stinger	/ˈstɪŋɚ/
stingy	/ˈstɪndƷi/
stinginess	/ˈstɪndƷinəs/
stink	/ˈstɪŋk/
stank	/ˈstæŋk/
stunk	/ˈstʌŋk/
stint	/ˈstɪnt/
stipulate	/ˈstɪpjəˌleɪt/
stir	/ˈstɚ/
stirrup	/ˈstɚəp, ˈstɪr-/
stitch	/ˈstɪtʃ/
stock	/ˈstɑk/
stockbroker	/ˈstɑkˌbroːkɚ/
stockpile	/ˈstɑkˌpaɪl/
stocky	/ˈstɑki/
stocking	/ˈstɑkɪŋ/
stodgy	/ˈstɑdƷi/
stoic	/ˈstoːɪk/
stoical	/-ɪkəl/
stoicism	/ˈstoːəˌsɪzəm/
stoke	/ˈstoːk/
stole 1	/ˈstoːl/
stomach	/ˈstʌmɪk/
stomachache	/ˈstʌmɪkˌeɪk/
stone	/ˈstoːn/
stony	/ˈstoːni/
stool	/ˈstuːl/
stoop	/ˈstuːp/
stop	/ˈstɑp/
stopgap	/ˈstɑpˌgæp/
stoplight	/ˈstɑpˌlaɪt/
stoppage	/ˈstɑpɪdƷ/
stopper	/ˈstɑpɚ/
store	/ˈstor/
storage	/ˈstorɪdƷ/
storehouse	/ˈstorˌhaʊs/
storekeeper	/ˈstorˌkiːpɚ/
storeroom	/ˈstorˌruːm, -ˌrʊm/
stork	/ˈstɔrk/
storm	/ˈstɔrm/
stormy	/ˈstɔrmi/
story 1	/ˈstori/
stout	/ˈstaʊt/
